-0.0001678467	-0.0001342773	-3.051758e-005	-6.103516e-006	7.32422e-005	0.0001556396	0.0001617432	0.0001708984	0.0002075195	0.0001220703	0.0001068115	2.13623e-005	3.66211e-005	-2.746582e-005	4.272461e-005	-9.76563e-005	-0.0001159668	-0.0001220703	-4.577637e-005	0	-3.051758e-006	0.0001739502	0.0002410889	0.0001586914
-0.0001525879	-0.0001190186	-3.66211e-005	6.103516e-006	8.23975e-005	0.0001464844	0.0001434326	0.0001678467	0.0002075195	0.0001251221	0.000112915	2.441406e-005	4.272461e-005	-1.525879e-005	4.882813e-005	-0.0001068115	-0.0001373291	-0.0001220703	-4.577637e-005	0	3.051758e-006	0.0001739502	0.0002410889	0.0001464844
-0.0001403809	-0.000100708	-4.272461e-005	1.831055e-005	9.46045e-005	0.0001342773	0.0001220703	0.0001617432	0.0002075195	0.0001281738	0.0001190186	2.441406e-005	4.577637e-005	-3.051758e-006	5.493164e-005	-0.0001190186	-0.0001586914	-0.0001190186	-4.272461e-005	3.051758e-006	9.15527e-006	0.0001739502	0.0002410889	0.0001342773
-0.0001281738	-8.23975e-005	-4.577637e-005	2.746582e-005	0.0001037598	0.0001220703	0.0001037598	0.0001556396	0.0002044678	0.0001312256	0.0001251221	2.746582e-005	5.187988e-005	9.15527e-006	6.10352e-005	-0.0001312256	-0.0001739502	-0.000112915	-3.66211e-005	9.15527e-006	1.525879e-005	0.0001708984	0.0002349854	0.0001220703
-0.0001190186	-6.10352e-005	-5.187988e-005	3.967285e-005	0.000112915	0.0001068115	8.54492e-005	0.0001495361	0.0002044678	0.0001312256	0.0001281738	3.051758e-005	5.79834e-005	2.441406e-005	6.71387e-005	-0.0001434326	-0.000189209	-0.0001068115	-2.746582e-005	1.525879e-005	2.13623e-005	0.0001647949	0.0002258301	0.0001037598
-0.0001098633	-3.66211e-005	-5.493164e-005	4.882813e-005	0.0001159668	9.46045e-005	6.71387e-005	0.0001434326	0.0001983643	0.0001342773	0.0001312256	3.356934e-005	6.71387e-005	3.967285e-005	7.01904e-005	-0.0001556396	-0.0001953125	-9.76563e-005	-1.525879e-005	2.441406e-005	2.441406e-005	0.0001586914	0.000213623	8.54492e-005
-0.000100708	-1.525879e-005	-5.79834e-005	5.79834e-005	0.0001190186	7.93457e-005	5.187988e-005	0.0001342773	0.0001922607	0.0001373291	0.0001342773	3.66211e-005	7.32422e-005	5.187988e-005	6.71387e-005	-0.0001678467	-0.0001953125	-8.54492e-005	0	3.66211e-005	2.746582e-005	0.0001525879	0.0002044678	6.40869e-005
-8.8501e-005	6.103516e-006	-6.10352e-005	6.71387e-005	0.0001190186	6.71387e-005	3.967285e-005	0.0001251221	0.0001861572	0.0001373291	0.0001342773	3.967285e-005	8.23975e-005	6.40869e-005	6.40869e-005	-0.0001739502	-0.0001861572	-7.01904e-005	1.525879e-005	4.882813e-005	3.356934e-005	0.0001464844	0.000189209	4.272461e-005
-7.32422e-005	2.13623e-005	-6.40869e-005	7.01904e-005	0.0001159668	5.493164e-005	2.746582e-005	0.0001159668	0.0001739502	0.0001403809	0.0001373291	4.577637e-005	8.8501e-005	7.32422e-005	5.79834e-005	-0.000177002	-0.0001739502	-4.882813e-005	3.051758e-005	6.40869e-005	3.66211e-005	0.0001373291	0.000177002	1.831055e-005
-5.493164e-005	3.66211e-005	-6.40869e-005	7.62939e-005	0.000112915	4.272461e-005	1.525879e-005	0.0001068115	0.0001617432	0.0001373291	0.0001373291	4.882813e-005	9.15527e-005	7.62939e-005	5.187988e-005	-0.000177002	-0.0001556396	-3.051758e-005	4.882813e-005	7.62939e-005	3.967285e-005	0.0001251221	0.0001647949	-3.051758e-006
